"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Adams County, Idaho",121,40777,3843,14.9,51.3,2.39,55.3,11.3,9.375
"Stokes County, North Carolina",184.5,45065,46351,13.8,44.7,2.43,56,9.3,4.962317706
"Meade County, Kentucky",225.1,52377,27924,12.6,36.7,2.73,57.1,11.5,6.956521739
"Hockley County, Texas",155.2,50124,23433,14.4,32.8,2.8,53.4,6.4,6.633380884
"Henderson County, Texas",190,40921,79545,20.2,43.4,2.61,54.7,7.8,5.769695505
"McNairy County, Tennessee",210.7,34882,26066,23.5,42.6,2.61,53,14.9,3.799063738
"Harlan County, Kentucky",277.1,26351,27703,34.2,41,2.43,52.7,9.8,3.257989088
"Dodge County, Wisconsin",178.9,54359,88502,9.9,42,2.51,51.1,6,4.49736915
"Eau Claire County, Wisconsin",163.4,48102,102105,14.4,33.8,2.43,46.4,5.8,4.346348463
"Webb County, Texas",139.1,37935,269721,32.3,28.3,3.73,46.6,6,6.921416298
"Beadle County, South Dakota",161.7,49583,18372,15.1,39,2.31,55.7,2.9,6.529752501
"Gregg County, Texas",189.9,50020,124108,18.2,35.4,2.61,46.9,5.9,6.625137665
"Harford County, Maryland",169.9,79403,250290,8,40.1,2.69,54.7,6.4,6.156408818
"Greenville County, South Carolina",175.4,49659,491863,14.7,37.7,2.58,50.5,7.6,5.183355631
"Unicoi County, Tennessee",196.1,37632,17860,20.1,45.7,2.36,52.8,13.7,6.395035078
"Summit County, Colorado",87.6,68352,30257,9.7,37.1,2.82,49,4.7,6.966359035
"Southeast Fairbanks Census Area, Alaska",184.3,59641,6839,13.8,35.8,3.11,54,9.4,7.23729993
"Harrison County, Indiana",183.5,56787,39578,10,41.7,2.67,52.3,7.9,3.198968831
"Surry County, Virginia",182.2,48707,6709,12.9,47.5,2.56,53.2,10.7,4.897660819
"Dawson County, Georgia",179,57491,23312,11.8,41.5,2.74,57.1,8.5,6.774789571
"Giles County, Virginia",189.4,45979,16708,13.5,43.9,2.32,50.7,4.8,8.255410099
"Monroe County, Tennessee",207,37392,45771,20.6,43,2.6,60.4,12.5,6.564217382
"Warren County, Illinois",172.8,44180,17527,13.5,40.2,2.42,50.1,9.2,4.706770702
"Clark County, Indiana",189.8,52050,115371,10.6,38.7,2.59,48.1,6.8,5.662131013
"Clarke County, Georgia",161.9,31487,123912,37.8,26.5,2.55,29.9,9.2,3.333416627
"Benton County, Oregon",155.6,54089,87572,18.9,32.7,2.4,44.2,8.6,3.454048815
"Spalding County, Georgia",196.2,35555,64051,27.4,38.2,2.76,44.8,12.4,5.051532411
"Blount County, Alabama",175.4,45567,57673,17.5,40.7,2.74,59,7.7,6.894123171
"Thurston County, Nebraska",215,41344,7064,34,28.6,3.3,40.9,14.4,8.467741935
"Osborne County, Kansas",166.2,38848,3683,12.9,48.5,2.08,59.6,4,4.141104294
"Rush County, Kansas",114.3,43083,3130,12.1,48.8,2.1,56.8,5.6,10.75837743
"Jackson County, Missouri",188.9,46185,687623,16.5,36.5,2.44,43.3,7.6,5.730193853
"Pitt County, North Carolina",171.8,41765,175842,23.4,31.5,2.48,39.6,12.1,4.079871327
"Chaffee County, Colorado",140.8,48840,18658,12.4,49.2,2.21,55.5,5.9,4.893475366
"Washington County, Nebraska",159.2,69191,20248,7.4,41.2,2.48,63.5,1.4,5.725611099
"Crittenden County, Kentucky",211.2,38338,9183,20.3,43,2.4,57.4,7.1,4.350132626
"Plymouth County, Iowa",156,62745,24800,7.6,41.8,2.45,60,3.4,5.573897844
"Cass County, Texas",179,39256,30313,19.1,43.3,2.56,50.7,9.2,3.991528185
"Menard County, Texas",173.9,32580,2164,22.7,45.7,2.25,59.5,8.3,3.712871287
"Owen County, Indiana",215.1,46001,20872,15.4,43.9,2.46,56.5,8,5.925432756
"Marion County, Missouri",188.8,42088,28880,18,39.7,0.0243,47.7,7.2,4.673182651
"Sequoyah County, Oklahoma",214.9,35592,41153,27.9,39.9,2.64,52.7,9.8,6.132732926
"Parke County, Indiana",171.8,42056,16901,17.5,41.8,2.58,49.3,7.8,5.194197473
"Wilkinson County, Georgia",178,34512,9155,23.2,41.6,2.8,45.2,7.3,1.811062163
"Arenac County, Michigan",202.3,36460,15261,19.9,48.4,2.36,55,12,5.930470348
"Mitchell County, Kansas",151.3,48645,6282,11.2,44.4,2.25,59.8,2.6,2.550091075
"McDonald County, Missouri",201.2,34863,22643,22.2,37,2.71,52.9,8.7,7.439480417
"Mobile County, Alabama",205.1,42943,415395,19.6,37,2.62,44.8,9.8,5.219663305
"Denver County, Colorado",163.7,54872,682545,15.9,34.1,2.3,39.2,6.3,5.543167508
"Placer County, California",153.4,75689,375391,8.3,41,2.67,55.6,8.3,4.433234709
"Grayson County, Kentucky",230.6,35726,26221,21.7,39.7,2.6,55.1,9.3,4.790003471
"Kosciusko County, Indiana",187.2,54068,78620,12,37.9,2.58,58.6,6.5,6.807405735
"Ochiltree County, Texas",198.4,61773,10747,10.7,31.7,2.86,56.3,5.2,9.821782178
"Butler County, Pennsylvania",169.7,60851,186818,8.9,42.7,2.42,55.6,5.9,4.004308281
"Cumberland County, Tennessee",182,40839,58229,16.6,49.7,2.35,57,9,4.836428773
"Shackelford County, Texas",182,55130,3350,13.1,43,2.42,61.3,3.8,5.483405483
"Pontotoc County, Oklahoma",195.7,41423,38194,17.3,35.3,2.52,47.4,6.2,5.893866899
"Linn County, Iowa",169.4,62700,219916,9.3,37.1,2.42,51.2,4.8,5.753829407
"Kent County, Delaware",190.7,54271,173533,14.1,37,2.71,48.8,8.4,6.068779501
"Clarke County, Virginia",197.4,70281,14363,8.2,45.7,2.55,50.7,6,6.678141136
"Barnes County, North Dakota",173.1,52376,11099,10.3,42.8,2.07,58,2.4,8.043956044
"Washington County, New York",198.4,47547,62230,14.6,42.9,2.45,49.1,9.5,4.671621417
"Moody County, South Dakota",166,53654,6430,12.3,40.7,2.3,56,6.1,10.9939759
"Bourbon County, Kentucky",176.5,42812,20116,19.2,41.1,2.51,49.1,9.9,4.047026905
"Scurry County, Texas",203.5,56444,17615,14.1,36,2.65,53.3,3.3,5.812641084
"Davis County, Utah",119.3,70797,336043,7.2,30.2,3.29,61.4,4.2,7.253229221
"Roosevelt County, Montana",182.6,37511,11476,23.8,30.4,3.54,38.7,6.8,6.547122602
"Webster County, Iowa",169.2,43490,37071,16.3,39.7,2.27,45.5,8.4,6.438050191
"Polk County, Tennessee",244,36643,16773,20.3,44,2.44,56.9,10.9,1.62069946
"Gem County, Idaho",190,41688,16852,15.9,44.7,2.63,52.2,14.2,4.495990836
"Buffalo County, Nebraska",159.1,51550,48863,12.5,32.5,2.49,50.8,3.5,4.894004637
"Broadwater County, Montana",163.7,49758,5689,11.7,45.8,2.32,64.6,4.5,3.515263645
"Montgomery County, Alabama",189.8,43054,226519,22.5,35.2,2.47,39.5,8.8,5.64778925
"McIntosh County, Oklahoma",202.4,33450,19990,22.4,47.4,2.38,56.2,10.8,5.188559858
"Hampton County, South Carolina",205.4,33644,20049,23.8,39.7,2.53,42.7,11,4.650635209
"St. Mary's County, Maryland",181.5,84686,111413,8.6,36.3,2.79,53.9,4.8,5.419453329
"Manatee County, Florida",146.7,51673,363369,14.1,46.7,2.52,52,8.6,4.574507344
"Ellis County, Kansas",146.4,49508,29029,13,32.2,2.35,45.1,4.5,3.977583379
"Schuyler County, New York",184.2,48135,18186,15.4,45.5,2.35,49.1,6.4,4.740817921
"Polk County, Minnesota",184.4,50175,31533,12.7,38.9,2.37,52.8,4.6,7.867590454
"York County, Maine",173.7,55482,201169,11.2,44.1,2.4,52.6,5.9,5.050755137
"Sumner County, Kansas",170.1,52476,23535,13.3,40.8,2.55,56.3,7,6.593633733
"Monterey County, California",140.8,57428,433898,17,33.5,3.26,46.3,8.4,5.921976696
"Allegheny County, Pennsylvania",182.1,52385,1230459,13.1,40.9,2.26,45.4,7.1,5.044224477
"Williamsburg County, South Carolina",224.8,29609,32535,28.3,41,2.64,37.2,11.6,3.907462265
"Mesa County, Colorado",153.9,50106,148513,15.4,38.4,2.43,51.7,8.7,7.265243902
"Saunders County, Nebraska",176.2,61961,21016,8.2,41.4,2.56,60.4,3.5,6.021555764
"Shawnee County, Kansas",171.6,52795,178725,15,38.8,2.44,49.5,6.8,5.852417303
"Barnwell County, South Carolina",212.1,32205,21725,27,39.8,2.61,42.8,14.7,5.998421468
"Grant County, South Dakota",150.3,52816,7142,10,44.8,2.2,62.8,4.1,9.712509713
"McCone County, Montana",130.6,43132,1683,15.4,51.2,2.31,66.3,0.8,8.620689655
"Iberville Parish, Louisiana",225.1,47377,33095,19.9,38.4,2.61,39.7,7.9,4.869631902
"Berkeley County, West Virginia",206.1,56737,111901,13.2,38.4,0.0263,51.8,9.7,4.872468117
"Cumberland County, New Jersey",189.6,45438,155854,19.5,36.9,2.86,39.6,11.1,5.846434788
"Miner County, South Dakota",183.1,49159,2236,12.4,43.5,2.24,60.6,4.1,10.3626943
"Sanilac County, Michigan",170.6,42081,41475,14.7,44.2,2.55,53.6,10.7,5.167988801
"Lorain County, Ohio",182.1,52331,305147,14.7,41,2.5,49.3,8.8,4.894050891
"Sumter County, Florida",142.9,51907,118891,10.9,65.3,2.05,62.6,9,6.766413577
"Alcona County, Michigan",177,36377,10349,17.5,56.6,2.08,60.5,12.2,2.960526316
"Harrison County, Missouri",186.1,37486,8615,19,42.4,2.37,59.4,5.8,6.972477064
"Nolan County, Texas",187.7,38742,15107,17.9,37.9,2.62,49.7,7.7,7.608695652
"Gloucester County, New Jersey",193.5,78983,291479,8.2,39.6,2.74,51.7,9.2,4.878014043
"Lucas County, Iowa",184.7,42582,8682,16,45.4,2.34,55.4,5.8,4.750593824
"Beaufort County, South Carolina",146.9,55427,179589,12.9,42.8,2.51,54.4,7.2,6.319887594
"Lincoln Parish, Louisiana",205.7,32889,47774,29.7,27.4,2.56,35,11.9,4.279213153
"Quay County, New Mexico",190.6,29069,8455,23.9,45.7,2.59,45,5,4.063068526
"Mineral County, Nevada",254.3,40714,4478,19,48.7,0.0225,41.8,15.4,9.518477044
"Kittitas County, Washington",161.3,48127,43269,18.6,33,2.34,44.5,7.8,4.333095578
"Iosco County, Michigan",193.4,37122,25345,19,624,2.2,52.2,12.1,4.012841091
"Bourbon County, Kansas",166.6,38430,14712,18.4,37.3,2.54,53.2,3.3,12.15989251
"Logan County, West Virginia",240.1,36437,34707,20.2,42.6,2.5,53.1,10.9,4.195713917
"Tehama County, California",174,40782,63308,18.2,40.5,2.63,51.4,13.2,4.096971483
"Warren County, New Jersey",175.1,71294,106869,8.3,42.6,2.52,54.5,9,4.839230894
"Marshall County, South Dakota",187.6,50155,4769,12,42.6,2.52,50.2,0.7,6.659012629
"Bell County, Kentucky",223,24868,27337,33.5,41.1,2.44,46.6,11.6,3.381417714
"York County, Virginia",152.3,81169,67837,5.5,39.5,2.73,61.5,5.8,4.925163106
"Barber County, Kansas",197.8,51676,4823,12.4,44.9,2.38,61,3.1,8.417508418
"Iron County, Michigan",167.6,35961,11348,17.3,53.3,2.07,51.2,9,4.683342203
"Highlands County, Florida",161.6,35787,99491,19.5,52.1,2.39,54,13.3,5.119076848
"Schuylkill County, Pennsylvania",186.6,43169,144590,13.5,43.8,2.38,48.7,8.8,4.779878415
"Sangamon County, Illinois",185.5,55371,198712,15.3,39.7,2.35,47.7,7.9,4.889917894
"Copiah County, Mississippi",194.9,35314,28773,26,38.1,2.82,43.7,14.3,4.448742747
"Yoakum County, Texas",158.8,60738,8546,11.4,34.1,3.01,62.2,8.1,5.57582074
"McPherson County, Kansas",161.2,57878,28941,8.8,42,2.37,58.9,3.1,6.078625702
"Yellow Medicine County, Minnesota",151.9,51028,9875,11.2,43,2.33,58.8,3.4,7.744282744
"Carlton County, Minnesota",187.8,53291,35569,12.1,41,2.51,50.6,5.4,5.169121658
"Doña Ana County, New Mexico",150.8,38974,214295,27.9,32.4,2.8,46.2,11.5,5.880465757
"Sullivan County, New York",178.8,48908,74877,16.3,42.2,2.54,45.5,11.5,5.516819572
"Whitley County, Kentucky",240.1,31086,36129,29.8,37.1,2.6,48.4,10.2,7.104526365
"Woodson County, Kansas",293.9,35502,3115,18.4,47.4,2.08,53.6,4.6,6.818181818
"Early County, Georgia",200.4,34906,10575,29.9,40.3,2.62,39.2,9.4,4.907216495
"Trimble County, Kentucky",228.4,46708,8769,16.2,41.1,2.46,60.3,14.6,5.038961039
"Starke County, Indiana",222.9,43740,22958,15.5,41.6,2.62,52.7,11.5,7.026920032
"Jefferson County, Montana",185.5,61575,11645,10.4,47.7,2.51,59.5,6.6,4.111531191
"Louisa County, Iowa",148,50924,11185,11.1,40.8,2.58,56.4,4.8,7.112970711
"Bland County, Virginia",220.5,42624,6561,14.1,44.8,2.19,53.5,8.7,5.213270142
"Lincoln County, Georgia",196.7,39484,7673,17.9,47.2,2.23,46.5,9.3,1.638311279
"Prince George County, Virginia",172.1,61792,37862,10.5,37.1,3.03,49.7,10.6,4.855936413
"Kendall County, Illinois",161.7,90640,123355,5.4,33.8,3.11,60.5,6,5.284618101
"Ketchikan Gateway Borough, Alaska",205,57776,13709,12.4,38.7,2.55,48.1,7.9,4.936667749
"Adams County, Mississippi",212.3,32327,31254,32.9,40.7,2.5,37.8,11.3,3.939346569
"New Madrid County, Missouri",229.7,34631,18208,23.3,40.5,2.49,47.4,8.8,5.174548155
"Cooper County, Missouri",179.9,42166,17642,14,38.6,2.47,50.6,5.7,4.315304948
"Newton County, Texas",200.7,39135,13986,20.2,41.6,2.88,42.7,12.1,4.995038042
"Knox County, Kentucky",224.6,26048,31730,34.9,39.2,2.5,47.5,15.7,4.863950374
"Staunton city, Virginia",176.1,42552,24416,16.5,42.3,2.21,43.6,5.6,3.909798832
"Jones County, Iowa",154,51558,20466,11.6,43.2,2.34,57,5,5.726980992
"Montgomery County, Kansas",208.4,42221,33314,18,39.4,2.47,50.3,8.7,6.411140218
"Ogemaw County, Michigan",177,35968,20937,21.4,49,2.22,54.7,12.4,6.505717916
"Fulton County, Indiana",208.3,44762,20315,13,41.7,2.55,55.2,6,6.736596737
"Adams County, Ohio",217.2,34116,28024,24.8,41,2.56,52.8,13.4,4.079365079
"Saratoga County, New York",174.2,71885,226249,7.2,41.8,2.44,54,6,4.520913789
"Washington County, Rhode Island",162.2,70705,126517,10.4,519.6,2.42,51.1,6.4,3.127101547
"Madison County, Florida",166.9,33017,18408,27.7,41.5,2.52,43.3,11.8,11.91053624
"Hamilton County, Texas",182.8,41207,8159,16.2,48.6,2.52,56.1,5.9,5.684931507
"Grundy County, Tennessee",218.9,28086,13441,26.1,42.6,2.55,48.4,10.2,5.094207955
"Doddridge County, West Virginia",185.6,41838,8176,17.4,43.7,2.85,45.8,6.5,6.016466118
"Laurens County, South Carolina",202.6,38268,66623,21.1,40.9,2.54,46.5,10.7,3.899127061
"Franklin County, Kentucky",215.7,49400,50375,12.9,40.7,2.28,46,8.7,4.425228891
"DeWitt County, Texas",167.1,45717,20797,18,42.2,2.66,50.1,6.8,4.149048626
"Logan County, Ohio",205.6,50753,45386,17,40.7,2.42,54.2,7.6,6.601566473
"Middlesex County, Massachusetts",159.6,84026,1585139,8.9,38.5,2.56,50.2,6.1,4.75120604
"Yakima County, Washington",169.4,44342,248830,20.5,32.5,3.05,48.6,9,6.560611666
"Randolph County, Arkansas",212.5,37761,17469,18.3,42.9,2.36,56.4,5.4,7.27081138
"Mayes County, Oklahoma",202.5,41806,40887,17.6,39.3,2.56,55.4,7,5.739464467
"Gilmer County, West Virginia",209.9,32705,8518,28.9,38.4,2.4,43.2,9.4,2.328431373
"Perry County, Pennsylvania",189.7,54920,45685,8.7,42.1,2.49,57,6.3,5.221317107
"Cass County, Iowa",218.8,46159,13427,13.1,44.7,2.18,57.4,3.2,9.298780488
"Edwards County, Kansas",208.3,49256,2968,10.5,45.2,2.27,60.9,2,4.210526316
"Calumet County, Wisconsin",157.9,68430,49762,5.9,39,2.66,62,3.1,4.330985915
"Whiteside County, Illinois",190.9,49895,57079,12.2,42.7,2.4,52.7,8.1,5.75990637
"Franklin Parish, Louisiana",140.5,32318,20410,29,37.9,2.54,42.8,11.5,5.698070375
"Grady County, Oklahoma",193.7,51199,54648,12.1,38.5,2.7,56.4,4.3,4.518903132
"Scott County, Minnesota",153.9,91688,141660,5.5,35.5,2.9,60.3,4.6,6.064705544
"Madison County, Mississippi",292.5,66671,103465,13.1,37,2.65,52.3,5.4,4.789430223
"Jefferson County, Colorado",141.7,70687,565524,8.3,40.4,2.44,52.4,5.9,4.465658687
"Asotin County, Washington",188.3,44055,22105,16.3,44.2,2.34,52.7,9.6,3.801794105
"Hettinger County, North Dakota",160.3,50038,2704,11.1,48.4,2.25,65.9,1.1,15.15711645
"Orangeburg County, South Carolina",194.1,31382,89208,30.8,38.7,2.63,38.1,12.8,6.172501823
"Sherburne County, Minnesota",170.5,76512,91705,7.2,35.3,2.89,57.2,5.2,6.543533237
"Coles County, Illinois",176.1,41319,52521,22.9,33.3,2.31,42,9.7,4.437890116
"Lac qui Parle County, Minnesota",145.6,48245,6856,10.4,49.8,2.24,61.2,3.7,6.786941581
"Tattnall County, Georgia",216.4,34010,25229,28.2,36.2,2.46,43.4,7.9,8.461219411
"Berkeley County, South Carolina",175.8,52436,202786,13.7,35.3,2.75,49.7,9.9,5.662000797
"Falls Church city, Virginia",137.6,125635,13892,3.2,37.7,2.57,55.3,4.2,3.066180935
"Presidio County, Texas",66.3,34258,6876,21.8,41,0.0277,54.7,9.6,6.324110672
"Lewis County, Tennessee",217.1,36255,11854,20.3,43.5,2.49,57.3,7.7,4.558176729
"Benzie County, Michigan",179,48846,17457,11.8,48.4,2.37,53.7,8.4,4.021937843
"Berkshire County, Massachusetts",157,49890,127828,13,45.8,2.22,45.6,8.9,4.573604784
"Jackson County, Minnesota",130.4,53700,10079,9.8,43.4,2.32,59.4,3.2,7.996051333
"Potter County, Texas",185.1,38224,121802,21.5,33.3,2.68,43.5,5.3,7.014170761
"Essex County, Virginia",183.4,48277,11130,14.5,44.8,2.53,45.4,8.5,1.972920696
"Brown County, Indiana",190.7,52582,14977,12.9,48.3,2.44,54.9,6.2,3.156748911
"Monroe County, Illinois",153.4,73684,33879,5.1,42.1,2.62,62.2,5.2,5.213333333
"Hardin County, Illinois",195.3,37331,4135,20.6,46.6,2.49,49.4,18.1,6.818181818
"Kiowa County, Oklahoma",226.1,36699,9144,19.1,43,2.31,54.1,5.5,3.922594142
"LaPorte County, Indiana",192.5,46243,110884,17.9,39.9,2.38,48.5,9.8,5.182440874
"Holmes County, Mississippi",239.7,22640,18340,44,33.5,2.82,25.1,19.2,5.501407841
"Charleston County, South Carolina",173.7,52752,389262,16.8,36.5,2.44,42.5,7.7,4.774692859
"Hardin County, Texas",190.7,53872,55865,12.9,38.9,2.64,58.4,5.5,5.506783719
"Poquoson city, Virginia",159.2,84213,12059,5.9,43.8,2.59,60.3,4.5,4.361370717
"Chesterfield County, South Carolina",206.2,34949,46017,26.4,41,2.52,47.8,10.3,4.348232654
"Doniphan County, Kansas",160.3,47599,7797,15,38.8,2.32,55.3,5.8,4.685714286
"Box Butte County, Nebraska",159,55465,11337,11.4,40.8,2.31,61.1,3.9,6.383909051
"Howard County, Arkansas",220.6,37336,13300,18.8,38.6,2.65,48,8.5,5.693717277
"Boone County, Indiana",187.2,68352,63344,7.2,38.8,2.61,61.4,3.7,6.821562655
"Kodiak Island Borough, Alaska",181.9,67972,13889,8.3,32.4,2.98,52.4,6.3,6.768558952
"Gibson County, Tennessee",214.7,37498,49399,19.5,40.4,2.49,50.2,9.5,4.845775592
"Greene County, North Carolina",183.2,37263,21134,28.3,39,2.66,40.8,11.9,8.353221957
"Dickinson County, Michigan",172.2,45174,25788,14.4,46.4,2.31,54,7,6.088280061
"Mitchell County, North Carolina",180.9,36795,15246,19.2,46.7,2.36,55.7,8.6,3.813691779
"Waushara County, Wisconsin",181.1,46835,24033,13.9,47.9,2.39,56,7.2,4.379909545
"St. Charles County, Missouri",162.9,74220,385590,6.8,37.4,2.65,57.1,5.1,5.121121033
"Ontonagon County, Michigan",171.1,35387,6007,17.8,55.6,2.01,57,13.7,3.276955603
"Grant County, Oklahoma",174.4,49774,4523,12.3,44.2,2.26,60.7,3.6,5.275498242
"Ashe County, North Carolina",169.3,36488,27020,20.9,46.6,2.27,59.2,8.5,4.603914259
"Benton County, Indiana",173.4,46196,8681,12.8,40.4,2.52,51.4,5.3,7.146666667
"Marion County, West Virginia",188.8,43729,56925,17.9,41.1,2.47,51,4.9,5.113459745
"Fairfield County, Ohio",173.4,59921,151408,9.6,39,2.66,55.6,6.9,5.968296134
"Ford County, Illinois",188.3,50877,13736,12.1,42.7,2.39,53.9,8.6,5.186500888
"Roane County, West Virginia",204,33041,14435,23.1,44.2,2.48,53.9,8.9,2.353331124
"Greene County, Georgia",177.8,42823,16710,24.4,47.6,2.4,52.7,6.8,6.786885246
"Benton County, Tennessee",238.4,34382,16129,21.4,46.1,2.37,52.1,14.3,5.264732276
"Gulf County, Florida",189.1,38419,15871,23.1,43.3,2.52,44.8,10.2,4.887361588
"Real County, Texas",166.8,37294,3307,18.7,54.1,2.65,55,12,11.23809524
"Beltrami County, Minnesota",162.6,43706,45672,18.5,33.3,2.59,44.2,10.6,6.561704535
"Collier County, Florida",123.2,58403,357305,14.3,48.5,2.59,54.4,7.8,5.163886194
"Williams County, North Dakota",170.1,86354,35294,6.9,32.6,2.4,55.3,1.7,9.9672438
"Mineral County, Montana",188.8,36449,4251,17.3,619.2,2.67,46,11.8,3.333333333
"Pinellas County, Florida",165,45162,949827,15.2,47.1,2.27,44.2,8.4,4.507693163
"Gray County, Texas",178.7,49012,23210,14.2,37,2.59,52.1,5.4,7.321274763
"Hopkins County, Texas",181.2,44076,36223,20.3,39.2,2.65,57.4,7.1,7.914410931
"Brevard County, Florida",181.2,47973,568088,14.5,46.6,2.46,48.6,10.9,4.967904974
"Jackson County, Michigan",193.8,46670,159494,15.4,40.5,2.48,48,10.3,5.040777373
"Monroe County, Pennsylvania",180,59492,166397,13.3,41.8,2.89,49.6,12,4.318836947
"Clay County, North Carolina",163.6,37072,10703,18.5,50.5,2.33,62.3,12.3,4.295098535
"Vernon Parish, Louisiana",204.5,46682,50803,13.9,30,2.82,55,7.5,7.229203118
"Huntingdon County, Pennsylvania",172.7,44531,45668,15.1,42.5,2.36,51.4,8.1,6.823375775
"Fillmore County, Nebraska",150.3,54556,5619,10.1,47.5,2.22,57.5,3.4,6.001846722
"McCulloch County, Texas",186.9,39649,8341,18.9,44.2,2.59,55.8,4.3,3.525835866
"Martin County, Indiana",194.4,48381,10226,13.5,42.5,2.42,50.3,6.1,6.417359187
"Oldham County, Texas",181.3,54458,2069,15.6,32.4,2.52,53.7,7.4,8.831908832
"Madison County, Alabama",164.7,58833,353089,14.2,37.8,2.46,49.8,8.5,5.111191026
"Sheridan County, Montana",165,52711,3687,10.2,47.1,2.16,56.5,2.7,3.617945007
"Phillips County, Kansas",171.1,45856,5428,11.4,44.7,2.29,60.5,4.3,9.342230696
"Bladen County, North Carolina",161.4,33521,34318,25.6,42.6,2.37,45.9,12.1,6.97029703
"Marion County, Indiana",201,42700,939020,21.3,34.1,2.5,39.4,10.1,5.992308937
"Crawford County, Iowa",148.6,50370,17094,11.6,38,2.64,56.4,4.8,8.150028201
"Craighead County, Arkansas",191,42851,104354,22.3,33.5,2.52,48.5,7.5,5.052358022
"Pickens County, South Carolina",165.3,41375,121691,19.5,35.4,2.53,46.9,9.2,4.192927752
"Washoe County, Nevada",166,52862,446903,15.4,37.6,2.58,47,9.1,5.642578635
"Salem city, Virginia",186.6,54195,25432,10.2,40.5,2.29,47.3,4.8,4.609250399
"Issaquena County, Mississippi",257.8,37096,1337,39.5,44.3,2.33,33.6,11.6,5.23255814
"Jackson County, Ohio",210.9,41161,32596,20,39.5,2.5,49.1,11.5,5.240979721
"Carroll County, Iowa",176.6,52367,20498,9.9,42.3,0.0236,57.1,3.3,4.378496716
"Oklahoma County, Oklahoma",186.1,48226,776864,17.9,34.2,2.53,46.7,6,6.473896102
"Finney County, Kansas",150.1,48609,37118,18.8,30.4,2.9,52.6,4.6,8.186469585
"White County, Arkansas",201.4,42044,79161,19.4,36.2,2.55,53.8,7.1,5.493655215
"Douglas County, Washington",157.4,51151,40534,15.5,37,2.76,58.1,6.5,4.643274854
"Turner County, South Dakota",154.3,55708,8209,10.2,44,2.31,63.9,2.5,5.14390692
"Brown County, Minnesota",161.5,52272,25313,8.9,43.5,2.27,55.4,3.2,5.656722201
"Greene County, Alabama",154.5,26504,8479,33.2,42.4,2.7,30.9,20.4,7.343412527
"Winkler County, Texas",182.9,55493,8005,13.5,33,2.84,55.5,2.5,7.146724418
"Dickens County, Texas",151.4,35924,2206,22.1,43.1,2.36,52.5,13.6,6.788511749
"Monroe County, Iowa",207.4,44705,7973,11.7,43.2,2.37,54.6,6.2,3.948220065
"Nance County, Nebraska",141.8,48535,3595,11.7,45.9,2.25,57.5,3.2,7.391304348
"Gallatin County, Kentucky",234.4,45483,8636,16.7,37.8,2.73,53,6,9.86273513
"Lafayette County, Arkansas",195.2,32225,6996,27.5,45,2.52,41.5,12.5,3.516921035
"Noxubee County, Mississippi",204.2,28730,11043,31.3,36.8,2.69,39.4,19,4.965357968
"Washington County, North Carolina",167.9,32867,12385,26.8,45.1,2.4,45.2,15.5,3.122648608
"Oliver County, North Dakota",137.6,62010,1846,10.6,48.5,2.3,72.5,3.6,15.4340836
"Dubuque County, Iowa",167.8,55320,97125,11.5,38.8,2.41,53.2,4.3,5.831840933
"Potter County, South Dakota",145.7,52758,2320,11,52.5,2.11,58.5,0.5,5.80474934
"Cotton County, Oklahoma",192.4,41469,5996,17.8,41.5,2.48,58.9,9.2,5.31996916
"Thurston County, Washington",169.9,61653,269536,11.9,38.5,2.52,52.4,8.5,5.180155167
"Cheyenne County, Colorado",124.5,52273,1829,13.4,37,2.63,53.7,9.3,5.299539171
"West Feliciana Parish, Louisiana",148.2,53679,15385,24,40.4,3.04,36.1,8.5,6.799830004
"Lake County, Ohio",182.5,58697,229245,8.9,43.2,2.39,52.2,6,4.694264339
"Sarasota County, Florida",146.4,52109,405549,10.8,54,2.21,53.5,8.2,3.94772339
"Edgar County, Illinois",177,45485,17664,15.1,43.4,2.29,56.3,9.6,6.41025641
"Pecos County, Texas",129,44817,16203,17.8,35.8,3.17,49.4,4.8,5.522288756
"Navajo County, Arizona",146.8,35457,108277,28.5,35.7,3.08,45,19.8,7.96636424
"Manassas city, Virginia",155.2,72510,41764,9.8,33.3,3.27,53.3,7.5,6.93416809
"Baker County, Georgia",127.6,43115,3180,27.3,42.6,2.55,47.7,7.1,5.354752343
"Martin County, Texas",153.2,61896,5641,12.5,31.9,3.18,50.7,3.5,2.11038961
"Conejos County, Colorado",138.1,33998,8130,22.9,38.4,2.78,56.3,9.7,7.34055355
"Johnson County, Tennessee",211.3,31330,17830,26.4,44.5,2.29,53.3,9,5.253623188
"Haralson County, Georgia",213.9,40387,28854,18.8,40.3,2.63,55.2,12.3,6.089508437
"Cass County, Michigan",181.6,48030,51657,14.8,44.1,2.56,54.2,9.7,5.517112399
"Door County, Wisconsin",158.7,49717,27554,11,51.7,2.11,62.6,6.2,4.481380181
"Piscataquis County, Maine",194,36994,16931,20.3,49.8,2.24,52.8,10.5,6.290471785
"Knox County, Tennessee",181.6,47199,451324,17.7,37.3,2.39,49,6.5,4.759828048
"Kingman County, Kansas",129.4,53378,7687,11.2,45.2,2.54,56.6,5.7,7.676767677
"Logan County, Illinois",189.5,54353,29494,12.6,39.7,2.17,46.5,7.8,7.205728778
